fecha_nacimiento,genero_nacido,descripcion_subtipo
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Masculino,Matrimonial
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial sin Padre
2019-01-01,Masculino,Extramatrimonial sin Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Femenino,Matrimonial
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial sin Padre
2019-01-01,Femenino,Matrimonial
2019-01-01,Femenino,Extramatrimonial sin Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Masculino,Matrimonial
2019-01-01,Masculino,Matrimonial
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial sin Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Femenino,Matrimonial
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Masculino,Matrimonial
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Matrimonial
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Femenino,Matrimonial
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Femenino,Matrimonial
2019-01-01,Femenino,Extramatrimonial sin Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Femenino,ArtÃ­culo 242
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Masculino,Matrimonial
2019-01-01,Masculino,Matrimonial
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial sin Padre
2019-01-01,Femenino,ArtÃ­culo 242
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Masculino,Matrimonial
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-01,Masculino,Matrimonial
2019-01-01,Femenino,Extramatrimonial con Padre
2019-01-01,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Matrimonial
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Matrimonial
2019-01-02,Masculino,Matrimonial
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Matrimonial
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Matrimonial
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Matrimonial
2019-01-02,Masculino,Matrimonial
2019-01-02,Masculino,Matrimonial
2019-01-02,Femenino,Matrimonial
2019-01-02,Masculino,Extramatrimonial sin Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Matrimonial
2019-01-02,Femenino,Extramatrimonial sin Padre
2019-01-02,Femenino,Extramatrimonial sin Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial sin Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,ArtÃ­culo 242
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Matrimonial
2019-01-02,Masculino,Extramatrimonial sin Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Matrimonial
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Matrimonial
2019-01-02,Masculino,Matrimonial
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial sin Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Matrimonial
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial sin Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial sin Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Matrimonial
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Matrimonial
2019-01-02,Masculino,Matrimonial
2019-01-02,Masculino,Matrimonial
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Matrimonial
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Matrimonial
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Matrimonial
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Matrimonial
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Matrimonial
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial sin Padre
2019-01-02,Masculino,Extramatrimonial sin Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Matrimonial
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Matrimonial
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Matrimonial
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Matrimonial
2019-01-02,Masculino,Matrimonial
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Matrimonial
2019-01-02,Masculino,Matrimonial
2019-01-02,Femenino,Matrimonial
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Matrimonial
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial sin Padre
2019-01-02,Femenino,Matrimonial
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Matrimonial
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial sin Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Matrimonial
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Masculino,Matrimonial
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Matrimonial
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Masculino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Matrimonial
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-02,Femenino,Matrimonial
2019-01-02,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Matrimonial
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Matrimonial
2019-01-03,Femenino,Matrimonial
2019-01-03,Masculino,Extramatrimonial sin Padre
2019-01-03,Masculino,Matrimonial
2019-01-03,Femenino,Matrimonial
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Matrimonial
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Matrimonial
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial sin Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Matrimonial
2019-01-03,Femenino,Matrimonial
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,ArtÃ­culo 242
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial sin Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial sin Padre
2019-01-03,Masculino,Extramatrimonial sin Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Matrimonial
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Matrimonial
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial sin Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Matrimonial
2019-01-03,Femenino,Matrimonial
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Matrimonial
2019-01-03,Femenino,Matrimonial
2019-01-03,Femenino,Matrimonial
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Matrimonial
2019-01-03,Femenino,Matrimonial
2019-01-03,Masculino,Matrimonial
2019-01-03,Femenino,Matrimonial
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Matrimonial
2019-01-03,Femenino,Matrimonial
2019-01-03,Femenino,ArtÃ­culo 242
2019-01-03,Femenino,ArtÃ­culo 242
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial sin Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Matrimonial
2019-01-03,Femenino,Extramatrimonial sin Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Matrimonial
2019-01-03,Masculino,Matrimonial
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Matrimonial
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Matrimonial
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Matrimonial
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial sin Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial sin Padre
2019-01-03,Masculino,Extramatrimonial sin Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Matrimonial
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Matrimonial
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Matrimonial
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial sin Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Matrimonial
2019-01-03,Femenino,Matrimonial
2019-01-03,Masculino,Matrimonial
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Matrimonial
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,ArtÃ­culo 242
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Matrimonial
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Matrimonial
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,ArtÃ­culo 242
2019-01-03,Masculino,Extramatrimonial sin Padre
2019-01-03,Masculino,Extramatrimonial sin Padre
2019-01-03,Masculino,Matrimonial
2019-01-03,Masculino,Matrimonial
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Matrimonial
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Matrimonial
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Matrimonial
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Matrimonial
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial sin Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Matrimonial
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Femenino,Matrimonial
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Masculino,Extramatrimonial con Padre
2019-01-03,Femenino,Matrimonial
2019-01-03,Femenino,Extramatrimonial con Padre
2019-01-03,Masculino,Matrimonial
2019-01-04,Masculino,Matrimonial
2019-01-04,Masculino,Matrimonial
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Matrimonial
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial sin Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Masculino,Matrimonial
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Matrimonial
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Matrimonial
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial sin Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial sin Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Matrimonial
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Matrimonial
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Matrimonial
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Matrimonial
2019-01-04,Femenino,Matrimonial
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Masculino,Matrimonial
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Masculino,Matrimonial
2019-01-04,Masculino,Matrimonial
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial sin Padre
2019-01-04,Masculino,Matrimonial
2019-01-04,Masculino,Extramatrimonial sin Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Matrimonial
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Matrimonial
2019-01-04,Masculino,Matrimonial
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Matrimonial
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Matrimonial
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Matrimonial
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Matrimonial
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Matrimonial
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Matrimonial
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Masculino,Matrimonial
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Matrimonial
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Masculino,Extramatrimonial con Padre
2019-01-04,Femenino,Extramatrimonial con Padre
2019-01-04,Femenino,Matrimonial
