fecha_nacimiento,genero_nacido,descripcion_subtipo
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Masculino,Matrimonial
2019-01-07,Masculino,Matrimonial
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Matrimonial
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Matrimonial
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Masculino,Matrimonial
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial sin Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Matrimonial
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Matrimonial
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Femenino,Matrimonial
2019-01-07,Masculino,Extramatrimonial sin Padre
2019-01-07,Masculino,Matrimonial
2019-01-07,Masculino,Matrimonial
2019-01-07,Masculino,Matrimonial
2019-01-07,Femenino,Matrimonial
2019-01-07,Femenino,Matrimonial
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial sin Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Masculino,Matrimonial
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial sin Padre
2019-01-07,Masculino,Extramatrimonial sin Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,ArtÃ­culo 242
2019-01-07,Masculino,Matrimonial
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Matrimonial
2019-01-07,Masculino,Matrimonial
2019-01-07,Masculino,Matrimonial
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Masculino,Matrimonial
2019-01-07,Masculino,Matrimonial
2019-01-07,Femenino,Matrimonial
2019-01-07,Femenino,Matrimonial
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial sin Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Masculino,Matrimonial
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Femenino,Matrimonial
2019-01-07,Femenino,Extramatrimonial sin Padre
2019-01-07,Masculino,Matrimonial
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Femenino,Matrimonial
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Matrimonial
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Matrimonial
2019-01-07,Femenino,Matrimonial
2019-01-07,Femenino,Matrimonial
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Extramatrimonial con Padre
2019-01-07,Masculino,Matrimonial
2019-01-07,Masculino,Matrimonial
2019-01-07,Masculino,Matrimonial
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Masculino,Extramatrimonial con Padre
2019-01-07,Femenino,Matrimonial
2019-01-07,Femenino,Matrimonial
2019-01-07,Femenino,Matrimonial
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Matrimonial
2019-01-08,Femenino,Extramatrimonial sin Padre
2019-01-08,Masculino,Extramatrimonial sin Padre
2019-01-08,Masculino,Extramatrimonial sin Padre
2019-01-08,Masculino,Extramatrimonial sin Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial sin Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Matrimonial
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial sin Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial sin Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial sin Padre
2019-01-08,Femenino,Matrimonial
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Matrimonial
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial sin Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Femenino,Matrimonial
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial sin Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Matrimonial
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial sin Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial sin Padre
2019-01-08,Masculino,Extramatrimonial sin Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Matrimonial
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Matrimonial
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Matrimonial
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial sin Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Masculino,Matrimonial
2019-01-08,Masculino,Matrimonial
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Matrimonial
2019-01-08,Masculino,ArtÃ­culo 242
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial sin Padre
2019-01-08,Femenino,Extramatrimonial sin Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Matrimonial
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Matrimonial
2019-01-08,Masculino,Matrimonial
2019-01-08,Masculino,Matrimonial
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Masculino,Matrimonial
2019-01-08,Masculino,Matrimonial
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial sin Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Matrimonial
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Matrimonial
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Masculino,Extramatrimonial con Padre
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Femenino,Matrimonial
2019-01-08,Femenino,Matrimonial
2019-01-08,Femenino,Extramatrimonial con Padre
2019-01-08,Masculino,Matrimonial
2019-01-08,Masculino,Extramatrimonial sin Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,ArtÃ­culo 242
2019-01-09,Masculino,ArtÃ­culo 242
2019-01-09,Masculino,Extramatrimonial sin Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Matrimonial
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Matrimonial
2019-01-09,Femenino,Matrimonial
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Femenino,Matrimonial
2019-01-09,Masculino,Matrimonial
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial sin Padre
2019-01-09,Femenino,Extramatrimonial sin Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Matrimonial
2019-01-09,Masculino,Extramatrimonial sin Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Matrimonial
2019-01-09,Masculino,Matrimonial
2019-01-09,Masculino,Matrimonial
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Femenino,Extramatrimonial sin Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Matrimonial
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Matrimonial
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial sin Padre
2019-01-09,Femenino,Extramatrimonial sin Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Matrimonial
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Femenino,Matrimonial
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Matrimonial
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Masculino,Matrimonial
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Matrimonial
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Matrimonial
2019-01-09,Femenino,Matrimonial
2019-01-09,Masculino,Matrimonial
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial sin Padre
2019-01-09,Masculino,ArtÃ­culo 242
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Matrimonial
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,ArtÃ­culo 242
2019-01-09,Masculino,Extramatrimonial sin Padre
2019-01-09,Femenino,Extramatrimonial sin Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,Extramatrimonial sin Padre
2019-01-09,Masculino,Matrimonial
2019-01-09,Femenino,Matrimonial
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Masculino,Extramatrimonial con Padre
2019-01-09,Femenino,ArtÃ­culo 242
2019-01-09,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Masculino,Matrimonial
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Matrimonial
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,ArtÃ­culo 242
2019-01-10,Masculino,Extramatrimonial sin Padre
2019-01-10,Masculino,Extramatrimonial sin Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Matrimonial
2019-01-10,Masculino,Matrimonial
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Matrimonial
2019-01-10,Femenino,Extramatrimonial sin Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial sin Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Matrimonial
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Matrimonial
2019-01-10,Femenino,Matrimonial
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Matrimonial
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Matrimonial
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Matrimonial
2019-01-10,Masculino,Matrimonial
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,ArtÃ­culo 242
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Matrimonial
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial sin Padre
2019-01-10,Femenino,Extramatrimonial sin Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Matrimonial
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Matrimonial
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Matrimonial
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Matrimonial
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial sin Padre
2019-01-10,Masculino,Matrimonial
2019-01-10,Masculino,Matrimonial
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial sin Padre
2019-01-10,Masculino,Matrimonial
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Femenino,Matrimonial
2019-01-10,Femenino,Matrimonial
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Matrimonial
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial sin Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Matrimonial
2019-01-10,Masculino,Extramatrimonial con Padre
2019-01-10,Femenino,Extramatrimonial con Padre
2019-01-10,Masculino,Matrimonial
