fecha_matrimonio,genero_1,genero_2,estado_civil_1,estado_civil_2,edad_1,edad_2
2019-03-07,Masculino,Masculino,Soltero/a,Casado/a,30,31
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,30,31
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,27,32
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,34,32
2019-03-07,Femenino,Masculino,Soltero/a,Soltero/a,32,32
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,27,32
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,48,32
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,33,32
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,30,33
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,32,33
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,32,33
2019-03-07,Femenino,Masculino,Soltero/a,Soltero/a,32,33
2019-03-07,Femenino,Masculino,Soltero/a,Soltero/a,33,33
2019-03-07,Masculino,Femenino,Divorciado/a,Soltero/a,40,33
2019-03-07,Masculino,Femenino,Divorciado/a,Soltero/a,49,33
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,36,33
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,33,34
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,32,34
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,33,34
2019-03-07,Femenino,Masculino,Soltero/a,Soltero/a,32,34
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,35,35
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,38,35
2019-03-07,Femenino,Masculino,Soltero/a,Soltero/a,38,35
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,48,36
2019-03-07,Femenino,Masculino,Soltero/a,Soltero/a,32,36
2019-03-07,Masculino,Femenino,Soltero/a,Divorciado/a,37,36
2019-03-07,Femenino,Masculino,Soltero/a,Soltero/a,25,37
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,56,38
2019-03-07,Femenino,Masculino,Soltero/a,Soltero/a,37,39
2019-03-07,Masculino,Femenino,Divorciado/a,Soltero/a,45,43
2019-03-07,Masculino,Femenino,Soltero/a,Soltero/a,29,45
2019-03-07,Femenino,Masculino,Divorciado/a,Soltero/a,42,45
2019-03-07,Masculino,Masculino,Soltero/a,Soltero/a,31,46
2019-03-07,Femenino,Masculino,Soltero/a,Soltero/a,34,51
2019-03-07,Masculino,Femenino,Divorciado/a,Soltero/a,63,54
2019-03-07,Masculino,Femenino,Divorciado/a,Soltero/a,52,54
2019-03-07,Masculino,Femenino,Casado/a,Divorciado/a,65,55
2019-03-08,Masculino,Femenino,Divorciado/a,Soltero/a,51,20
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,22,20
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,26,21
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,25,23
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,25,23
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,23,23
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,26,25
2019-03-08,Masculino,Femenino,Casado/a,Soltero/a,28,25
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,22,25
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,33,26
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,28,26
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,29,26
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,26,26
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,29,26
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,29,26
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,37,26
2019-03-08,Masculino,Masculino,Soltero/a,Soltero/a,24,26
2019-03-08,Masculino,Femenino,Casado/a,Soltero/a,29,27
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,32,27
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,29,27
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,31,27
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,31,27
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,29,27
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,26,27
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,33,27
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,37,28
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,28,28
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,32,28
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,29,28
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,30,28
2019-03-08,Femenino,Femenino,Soltero/a,Soltero/a,35,28
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,37,28
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,30,28
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,30,28
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,28,28
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,38,29
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,32,29
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,35,29
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,35,29
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,37,29
2019-03-08,Femenino,Femenino,Soltero/a,Soltero/a,39,29
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,30,29
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,28,29
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,24,30
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,30,30
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,29,30
2019-03-08,Femenino,Femenino,Soltero/a,Soltero/a,33,30
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,30,30
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,33,30
2019-03-08,Masculino,Femenino,Soltero/a,Divorciado/a,36,30
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,34,30
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,31,30
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,25,31
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,39,31
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,29,31
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,31,31
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,33,31
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,35,31
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,35,31
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,26,31
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,31,31
2019-03-08,Masculino,Masculino,Soltero/a,Soltero/a,36,31
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,35,31
2019-03-08,Masculino,Masculino,Soltero/a,Soltero/a,43,32
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,30,32
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,32,32
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,33,32
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,28,32
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,31,32
2019-03-08,Masculino,Femenino,Divorciado/a,Soltero/a,41,32
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,39,33
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,33,33
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,33,33
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,40,33
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,32,33
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,28,33
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,33,33
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,30,33
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,40,34
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,32,34
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,33,34
2019-03-08,Masculino,Femenino,Divorciado/a,Soltero/a,69,34
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,35,34
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,27,35
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,30,35
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,37,35
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,34,35
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,30,36
2019-03-08,Masculino,Masculino,Soltero/a,Soltero/a,27,37
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,35,37
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,37,37
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,38,37
2019-03-08,Masculino,Femenino,Divorciado/a,Soltero/a,50,37
2019-03-08,Masculino,Femenino,Divorciado/a,Soltero/a,46,37
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,28,37
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,39,38
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,35,38
2019-03-08,Femenino,Masculino,Divorciado/a,Soltero/a,37,38
2019-03-08,Masculino,Femenino,Soltero/a,Divorciado/a,34,38
2019-03-08,Masculino,Femenino,Soltero/a,Divorciado/a,42,38
2019-03-08,Masculino,Masculino,Soltero/a,Soltero/a,44,39
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,39,39
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,49,39
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,33,40
2019-03-08,Femenino,Femenino,Divorciado/a,Soltero/a,37,40
2019-03-08,Femenino,Femenino,Divorciado/a,Soltero/a,38,40
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,42,41
2019-03-08,Masculino,Femenino,Soltero/a,Divorciado/a,63,41
2019-03-08,Masculino,Masculino,Soltero/a,Soltero/a,43,42
2019-03-08,Masculino,Masculino,Soltero/a,Soltero/a,33,42
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,40,42
2019-03-08,Masculino,Femenino,Divorciado/a,Soltero/a,41,43
2019-03-08,Masculino,Femenino,Divorciado/a,Soltero/a,45,43
2019-03-08,Masculino,Femenino,Soltero/a,Divorciado/a,29,43
2019-03-08,Masculino,Masculino,Soltero/a,Soltero/a,40,44
2019-03-08,Masculino,Femenino,Soltero/a,Divorciado/a,44,44
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,44,45
2019-03-08,Masculino,Femenino,Divorciado/a,Soltero/a,55,45
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,34,46
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,41,47
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,56,49
2019-03-08,Femenino,Masculino,Soltero/a,Divorciado/a,43,49
2019-03-08,Masculino,Femenino,Divorciado/a,Divorciado/a,49,50
2019-03-08,Masculino,Femenino,Divorciado/a,Divorciado/a,57,50
2019-03-08,Masculino,Femenino,Soltero/a,Divorciado/a,44,50
2019-03-08,Masculino,Femenino,Divorciado/a,Soltero/a,55,51
2019-03-08,Masculino,Femenino,Divorciado/a,Divorciado/a,64,56
2019-03-08,Masculino,Femenino,Soltero/a,Soltero/a,66,59
2019-03-08,Masculino,Femenino,Divorciado/a,Viudo/a,66,59
2019-03-08,Femenino,Masculino,Soltero/a,Soltero/a,47,61
2019-03-08,Masculino,Femenino,Divorciado/a,Divorciado/a,75,66
2019-03-09,Masculino,Femenino,Soltero/a,Soltero/a,34,29
2019-03-09,Masculino,Femenino,Soltero/a,Soltero/a,32,33
2019-03-09,Masculino,Femenino,Soltero/a,Soltero/a,34,34
2019-03-09,Masculino,Femenino,Divorciado/a,Soltero/a,68,41
2019-03-09,Masculino,Femenino,Divorciado/a,Soltero/a,41,42
2019-03-09,Masculino,Femenino,Divorciado/a,Divorciado/a,54,45
2019-03-09,Femenino,Femenino,Soltero/a,Soltero/a,56,52
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,22,20
2019-03-11,Femenino,Masculino,Soltero/a,Soltero/a,19,20
2019-03-11,Femenino,Masculino,Soltero/a,Soltero/a,22,22
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,21,22
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,27,23
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,30,24
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,26,24
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,31,25
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,24,25
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,37,26
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,34,26
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,26,26
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,26,26
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,31,27
2019-03-11,Femenino,Masculino,Soltero/a,Soltero/a,20,27
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,32,28
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,31,28
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,30,29
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,30,29
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,39,29
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,29,29
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,37,30
2019-03-11,Masculino,Masculino,Soltero/a,Divorciado/a,67,30
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,35,32
2019-03-11,Masculino,Masculino,Soltero/a,Soltero/a,31,32
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,24,33
2019-03-11,Femenino,Masculino,Soltero/a,Soltero/a,28,34
2019-03-11,Masculino,Femenino,Soltero/a,Divorciado/a,48,34
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,38,35
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,23,37
2019-03-11,Masculino,Femenino,Divorciado/a,Soltero/a,41,38
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,36,38
2019-03-11,Femenino,Masculino,Soltero/a,Soltero/a,34,40
2019-03-11,Femenino,Masculino,Soltero/a,Soltero/a,41,41
2019-03-11,Femenino,Masculino,Soltero/a,Soltero/a,41,43
2019-03-11,Masculino,Femenino,Divorciado/a,Soltero/a,49,43
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,44,45
2019-03-11,Femenino,Masculino,Soltero/a,Soltero/a,45,49
2019-03-11,Femenino,Masculino,Soltero/a,Soltero/a,47,49
2019-03-11,Masculino,Femenino,Soltero/a,Soltero/a,62,50
2019-03-11,Femenino,Masculino,Divorciado/a,Divorciado/a,57,53
2019-03-11,Masculino,Masculino,Soltero/a,Soltero/a,54,55
2019-03-11,Masculino,Femenino,Divorciado/a,Divorciado/a,62,57
2019-03-11,Masculino,Femenino,Divorciado/a,Divorciado/a,62,63
2019-03-11,Femenino,Masculino,Divorciado/a,Divorciado/a,58,68
2019-03-11,Masculino,Femenino,Divorciado/a,Divorciado/a,72,73
2019-03-12,Masculino,Femenino,Soltero/a,Casado/a,23,19
2019-03-12,Masculino,Femenino,Soltero/a,Soltero/a,21,20
2019-03-12,Masculino,Femenino,Soltero/a,Soltero/a,23,20
2019-03-12,Masculino,Femenino,Soltero/a,Soltero/a,22,20
2019-03-12,Masculino,Femenino,Soltero/a,Soltero/a,24,21
2019-03-12,Masculino,Femenino,Soltero/a,Soltero/a,23,21
2019-03-12,Masculino,Femenino,Soltero/a,Soltero/a,30,25
2019-03-12,Masculino,Femenino,Soltero/a,Soltero/a,30,27
2019-03-12,Femenino,Masculino,Soltero/a,Soltero/a,28,29
2019-03-12,Masculino,Femenino,Soltero/a,Soltero/a,29,30
2019-03-12,Femenino,Masculino,Soltero/a,Soltero/a,27,31
2019-03-12,Masculino,Femenino,Soltero/a,Soltero/a,32,31
2019-03-12,Masculino,Femenino,Casado/a,Casado/a,34,31
2019-03-12,Femenino,Masculino,Soltero/a,Soltero/a,30,32
2019-03-12,Masculino,Femenino,Soltero/a,Soltero/a,30,32
2019-03-12,Masculino,Femenino,Soltero/a,Soltero/a,32,33
2019-03-12,Masculino,Femenino,Soltero/a,Soltero/a,32,34
2019-03-12,Masculino,Femenino,Soltero/a,Soltero/a,29,35
2019-03-12,Masculino,Femenino,Soltero/a,Soltero/a,37,35
2019-03-12,Masculino,Femenino,Soltero/a,Soltero/a,41,35
2019-03-12,Masculino,Femenino,Soltero/a,Soltero/a,37,37
2019-03-12,Femenino,Masculino,Soltero/a,Soltero/a,32,37
2019-03-12,Masculino,Femenino,Divorciado/a,Divorciado/a,51,44
2019-03-12,Femenino,Masculino,Soltero/a,Soltero/a,59,48
2019-03-12,Femenino,Masculino,Soltero/a,Divorciado/a,40,51
2019-03-12,Femenino,Masculino,Soltero/a,Soltero/a,47,54
2019-03-12,Masculino,Femenino,Soltero/a,Soltero/a,60,57
2019-03-12,Masculino,Femenino,Divorciado/a,Divorciado/a,64,62
2019-03-12,Femenino,Masculino,Casado/a,Divorciado/a,63,64
2019-03-12,Masculino,Femenino,Viudo/a,Soltero/a,74,69
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,27,20
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,25,21
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,23,21
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,23,23
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,30,25
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,27,25
2019-03-13,Masculino,Femenino,Casado/a,Soltero/a,29,27
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,33,27
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,26,28
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,30,28
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,31,29
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,33,29
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,29,29
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,39,29
2019-03-13,Masculino,Femenino,Soltero/a,Divorciado/a,28,30
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,33,30
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,29,30
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,32,30
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,31,30
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,32,31
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,37,32
2019-03-13,Masculino,Femenino,Viudo/a,Soltero/a,59,32
2019-03-13,Femenino,Masculino,Soltero/a,Soltero/a,26,32
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,34,33
2019-03-13,Femenino,Masculino,Soltero/a,Soltero/a,30,33
2019-03-13,Masculino,Femenino,Soltero/a,Divorciado/a,49,33
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,34,34
2019-03-13,Femenino,Masculino,Soltero/a,Soltero/a,42,35
2019-03-13,Masculino,Femenino,Soltero/a,Casado/a,35,36
2019-03-13,Masculino,Femenino,Divorciado/a,Soltero/a,53,39
2019-03-13,Masculino,Femenino,Divorciado/a,Divorciado/a,43,40
2019-03-13,Masculino,Femenino,Soltero/a,Divorciado/a,46,44
2019-03-13,Masculino,Femenino,Divorciado/a,Soltero/a,56,48
2019-03-13,Masculino,Femenino,Divorciado/a,Divorciado/a,42,57
2019-03-13,Masculino,Femenino,Soltero/a,Soltero/a,53,58
2019-03-13,Masculino,Femenino,Divorciado/a,Divorciado/a,65,60
2019-03-13,Masculino,Femenino,Divorciado/a,Soltero/a,69,67
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,22,19
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,22,20
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,23,21
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,32,24
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,29,24
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,23,24
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,31,25
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,26,25
2019-03-14,Femenino,Masculino,Soltero/a,Soltero/a,28,25
2019-03-14,Femenino,Masculino,Soltero/a,Soltero/a,24,25
2019-03-14,Femenino,Masculino,Soltero/a,Soltero/a,26,26
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,29,26
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,26,26
2019-03-14,Masculino,Femenino,Soltero/a,Divorciado/a,28,27
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,32,27
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,32,27
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,26,27
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,33,27
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,32,27
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,33,28
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,27,28
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,34,28
2019-03-14,Masculino,Femenino,Soltero/a,Casado/a,28,28
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,28,28
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,28,28
2019-03-14,Femenino,Masculino,Soltero/a,Soltero/a,31,29
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,29,29
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,37,29
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,29,29
2019-03-14,Femenino,Femenino,Soltero/a,Soltero/a,21,29
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,37,29
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,29,29
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,36,29
2019-03-14,Masculino,Femenino,Divorciado/a,Soltero/a,42,29
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,31,30
2019-03-14,Femenino,Femenino,Soltero/a,Soltero/a,32,30
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,38,30
2019-03-14,Femenino,Masculino,Soltero/a,Soltero/a,37,30
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,32,30
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,28,30
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,38,31
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,32,31
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,32,31
2019-03-14,Femenino,Masculino,Soltero/a,Soltero/a,38,31
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,33,31
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,31,31
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,30,32
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,31,32
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,32,32
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,33,32
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,29,33
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,31,33
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,33,33
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,33,33
2019-03-14,Femenino,Masculino,Soltero/a,Soltero/a,31,34
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,31,34
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,33,34
2019-03-14,Femenino,Masculino,Soltero/a,Soltero/a,29,34
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,43,34
2019-03-14,Femenino,Masculino,Soltero/a,Soltero/a,35,34
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,31,35
2019-03-14,Femenino,Masculino,Soltero/a,Soltero/a,24,35
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,38,35
2019-03-14,Masculino,Masculino,Soltero/a,Soltero/a,38,35
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,32,36
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,35,36
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,34,37
2019-03-14,Femenino,Masculino,Soltero/a,Soltero/a,36,37
2019-03-14,Femenino,Masculino,Soltero/a,Soltero/a,35,37
2019-03-14,Femenino,Masculino,Soltero/a,Casado/a,34,37
2019-03-14,Femenino,Masculino,Soltero/a,Soltero/a,32,37
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,31,37
2019-03-14,Femenino,Masculino,Soltero/a,Soltero/a,32,38
2019-03-14,Femenino,Masculino,Soltero/a,Soltero/a,42,39
2019-03-14,Masculino,Masculino,Soltero/a,Soltero/a,39,40
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,42,40
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,42,40
2019-03-14,Masculino,Femenino,Divorciado/a,Soltero/a,46,41
2019-03-14,Femenino,Masculino,Soltero/a,Soltero/a,27,42
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,34,43
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,45,43
2019-03-14,Masculino,Femenino,Divorciado/a,Divorciado/a,51,44
2019-03-14,Masculino,Femenino,Divorciado/a,Soltero/a,62,46
2019-03-14,Masculino,Femenino,Divorciado/a,Divorciado/a,52,47
2019-03-14,Masculino,Femenino,Divorciado/a,Divorciado/a,59,48
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,45,48
2019-03-14,Masculino,Femenino,Soltero/a,Divorciado/a,41,49
2019-03-14,No declara,Femenino,Divorciado/a,Soltero/a,57,50
2019-03-14,Masculino,Femenino,Soltero/a,Soltero/a,53,51
2019-03-14,Masculino,Femenino,Divorciado/a,Soltero/a,55,52
2019-03-14,Femenino,No declara,Soltero/a,Divorciado/a,55,57
2019-03-14,Masculino,Femenino,Divorciado/a,Soltero/a,66,58
2019-03-14,Masculino,Femenino,Divorciado/a,Soltero/a,77,62
2019-03-14,Masculino,Femenino,Divorciado/a,Divorciado/a,65,66
2019-03-14,Masculino,Femenino,Divorciado/a,Divorciado/a,79,67
2019-03-14,Masculino,Femenino,Divorciado/a,Viudo/a,64,77
2019-03-15,Masculino,Femenino,Soltero/a,Soltero/a,23,20
2019-03-15,Masculino,Femenino,Divorciado/a,Soltero/a,38,20
2019-03-15,Masculino,Femenino,Soltero/a,Soltero/a,36,21
2019-03-15,Masculino,Femenino,Soltero/a,Soltero/a,22,22
2019-03-15,Masculino,Femenino,Soltero/a,Soltero/a,29,22
2019-03-15,Masculino,Femenino,Soltero/a,Soltero/a,24,22
2019-03-15,Masculino,Femenino,Soltero/a,Soltero/a,27,23
2019-03-15,Masculino,Femenino,Soltero/a,Soltero/a,30,23
2019-03-15,Masculino,Femenino,Soltero/a,Soltero/a,25,24
2019-03-15,Masculino,Femenino,Soltero/a,Soltero/a,29,25
2019-03-15,Masculino,Femenino,Soltero/a,Soltero/a,25,25
2019-03-15,Masculino,Femenino,Casado/a,Soltero/a,27,25
